"","iteration","b0","b1","b2_0","b2_1","b3","std_a","std_v","std_p","pixel","grid","property","county","pixel.fe","grid.fe","property.fe","county.fe","treatment.fe","se_pixel","se_grid","se_property","se_county","bias","cover","notes","paramterization"
"126","126",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0015405097422624","1","keeping pixels after deforestation event",1
"127","127",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00661235954266799","0","keeping pixels after deforestation event",1
"128","128",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00519770462825965","1","keeping pixels after deforestation event",1
"129","129",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0167442563015233","0","keeping pixels after deforestation event",1
"130","130",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00840681305000896","0","keeping pixels after deforestation event",1
"131","131",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00341631855308395","1","keeping pixels after deforestation event",1
"132","132",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00376956075161617","1","keeping pixels after deforestation event",1
"133","133",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00640791745879183","0","keeping pixels after deforestation event",1
"134","134",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00599552054045772","1","keeping pixels after deforestation event",1
"135","135",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0114401434326317","0","keeping pixels after deforestation event",1
"136","136",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00576058778152934","1","keeping pixels after deforestation event",1
"137","137",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00454995342092724","1","keeping pixels after deforestation event",1
"138","138",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0101929764659762","0","keeping pixels after deforestation event",1
"139","139",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00814363777640071","0","keeping pixels after deforestation event",1
"140","140",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00253236999661361","1","keeping pixels after deforestation event",1
"141","141",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00697473489271351","0","keeping pixels after deforestation event",1
"142","142",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00962222475140263","0","keeping pixels after deforestation event",1
"143","143",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00627260630637084","0","keeping pixels after deforestation event",1
"144","144",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00874347506579383","0","keeping pixels after deforestation event",1
"145","145",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00105378302161186","1","keeping pixels after deforestation event",1
"146","146",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0123058256860753","0","keeping pixels after deforestation event",1
"147","147",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00769077397136115","0","keeping pixels after deforestation event",1
"148","148",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00381564803925289","1","keeping pixels after deforestation event",1
"149","149",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00794959343424757","0","keeping pixels after deforestation event",1
"150","150",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00722835548473845","0","keeping pixels after deforestation event",1
"151","151",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00442770970067142","1","keeping pixels after deforestation event",1
"152","152",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00853032136047422","0","keeping pixels after deforestation event",1
"153","153",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0165159275136891","0","keeping pixels after deforestation event",1
"154","154",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00848901141362913","0","keeping pixels after deforestation event",1
"155","155",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00882005302848272","0","keeping pixels after deforestation event",1
"156","156",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00566967779646561","1","keeping pixels after deforestation event",1
"157","157",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00418195766995034","1","keeping pixels after deforestation event",1
"158","158",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00903194214359277","0","keeping pixels after deforestation event",1
"159","159",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0066488921487214","0","keeping pixels after deforestation event",1
"160","160",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00674767069508904","0","keeping pixels after deforestation event",1
"161","161",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0117568530251105","0","keeping pixels after deforestation event",1
"162","162",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00775821878253686","0","keeping pixels after deforestation event",1
"163","163",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00947820197753802","0","keeping pixels after deforestation event",1
"164","164",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0088831420289366","0","keeping pixels after deforestation event",1
"165","165",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.010391376618851","0","keeping pixels after deforestation event",1
"166","166",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00605074097960774","1","keeping pixels after deforestation event",1
"167","167",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00415455821541023","1","keeping pixels after deforestation event",1
"168","168",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0107550165591062","0","keeping pixels after deforestation event",1
"169","169",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00659451476971102","0","keeping pixels after deforestation event",1
"170","170",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00891841004478046","0","keeping pixels after deforestation event",1
"171","171",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00568274522863084","1","keeping pixels after deforestation event",1
"172","172",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","7.44703123490426e-07","1","keeping pixels after deforestation event",1
"173","173",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00229308142696356","1","keeping pixels after deforestation event",1
"174","174",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0143947882022164","0","keeping pixels after deforestation event",1
"175","175",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00303961118066355","1","keeping pixels after deforestation event",1
"176","176",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00790041492609867","0","keeping pixels after deforestation event",1
"177","177",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00832630080666803","0","keeping pixels after deforestation event",1
"178","178",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00336756157500491","1","keeping pixels after deforestation event",1
"179","179",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00193464035756992","1","keeping pixels after deforestation event",1
"180","180",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00669891371700993","0","keeping pixels after deforestation event",1
"181","181",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0114536323948669","0","keeping pixels after deforestation event",1
"182","182",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00460517386007726","1","keeping pixels after deforestation event",1
"183","183",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0102465107848468","0","keeping pixels after deforestation event",1
"184","184",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.013275485356748","0","keeping pixels after deforestation event",1
"185","185",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00722877701480835","0","keeping pixels after deforestation event",1
"186","186",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0096166043504713","0","keeping pixels after deforestation event",1
"187","187",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00708391118080405","0","keeping pixels after deforestation event",1
"188","188",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00897798629465225","0","keeping pixels after deforestation event",1
"189","189",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00741017545486606","0","keeping pixels after deforestation event",1
"190","190",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00638571687511326","0","keeping pixels after deforestation event",1
"191","191",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0012499350141142","1","keeping pixels after deforestation event",1
"192","192",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00554223520534831","1","keeping pixels after deforestation event",1
"193","193",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.0127765342640717","0","keeping pixels after deforestation event",1
"194","194",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00790954807761208","0","keeping pixels after deforestation event",1
"195","195",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00663849440699844","0","keeping pixels after deforestation event",1
"196","196",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00827150189758781","0","keeping pixels after deforestation event",1
"197","197",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00648056114082897","0","keeping pixels after deforestation event",1
"198","198",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00504890451360347","1","keeping pixels after deforestation event",1
"199","199",-0.552988817811266,0,-0.0313258986722142,-0.0313258986722142,-0.109248549249386,0.1,0.25,0,"1","0","0","0","0","0","0","0","1","1","0","0","0","-0.00651189487602101","0","keeping pixels after deforestation event",1
